date,maximum_2m_air_temperature,mean_2m_air_temperature,mean_sea_level_pressure,minimum_2m_air_temperature,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
2015-02-11,304.26202392578125,297.9205627441406,101520.375,291.57147216796875,2.6015564799308777e-05,0.6102273464202881,-0.0935242772102356
2015-02-12,301.9896545410156,295.5832824707031,101550.2265625,290.76434326171875,0.0011338461190462112,0.07740134745836258,-1.911768913269043
2015-02-13,301.6044921875,295.8011779785156,101199.8984375,290.096923828125,0.0015288423746824265,1.445534348487854,-2.38147234916687
2015-02-14,301.48291015625,294.6976013183594,100962.1640625,286.57781982421875,0.00044133327901363373,2.567411184310913,-1.116978406906128
2015-02-15,300.3438720703125,293.2072448730469,101027.09375,284.6123352050781,2.4342909455299377e-05,-0.933353841304779,1.535138726234436
2015-02-16,299.29620361328125,293.1033020019531,101517.2734375,288.5270690917969,0.0010866783559322357,0.033420782536268234,-2.772768974304199
2015-02-17,298.1314392089844,291.98052978515625,101681.90625,286.3485107421875,0.0010719932615756989,-0.500426709651947,-3.001711130142212
2015-02-18,302.05718994140625,294.6181945800781,101416.3046875,287.8632507324219,5.532056093215942e-07,1.4910260438919067,-0.7769628167152405
2015-02-19,302.79803466796875,296.8558044433594,101226.34375,290.607421875,0.0,0.8802241683006287,1.1569023132324219
2015-02-20,303.1288757324219,296.7613830566406,101200.2109375,289.21142578125,0.00037850067019462585,-0.8290672302246094,-2.592940330505371
2015-02-21,297.8742370605469,292.48797607421875,101468.2890625,289.2024841308594,0.007459746673703194,1.3421708345413208,-0.7912759184837341
2015-02-22,302.89715576171875,295.35467529296875,101658.8984375,287.6624450683594,2.0693987607955933e-06,-1.5546936988830566,0.708095133304596
2015-02-23,298.83270263671875,293.3340148925781,102025.0546875,288.376220703125,0.0006818622350692749,-0.3311973214149475,-2.562680959701538
2015-02-24,300.87030029296875,293.97491455078125,101632.34375,288.7593994140625,0.00408182293176651,1.1257284879684448,0.5725974440574646
2015-02-25,299.38671875,292.2611389160156,101276.1015625,287.2647399902344,0.004043081775307655,1.4425064325332642,-0.42001834511756897
2015-02-26,298.94073486328125,293.0393981933594,101163.4921875,287.1628723144531,0.005768069997429848,1.06230890750885,-0.8101857304573059
2015-02-27,298.58734130859375,292.0227355957031,101447.8828125,287.4012451171875,0.0124133862555027,-0.7242343425750732,-0.523400604724884
2015-02-28,296.4211120605469,290.4271545410156,101569.40625,286.7545166015625,0.0074915457516908646,-0.7050637602806091,-1.0837041139602661
2015-03-01,296.7431335449219,291.135498046875,101237.7890625,286.6800842285156,0.0011924412101507187,0.9145994782447815,0.2978586256504059
2015-03-02,295.16705322265625,290.58062744140625,101900.75,285.40087890625,0.0006942637264728546,-4.742584705352783,0.12672418355941772
2015-03-03,296.794677734375,290.0909118652344,102248.5078125,284.1451721191406,4.708766937255859e-06,-1.78000009059906,-0.4136021137237549
2015-03-04,299.1401062011719,292.0561218261719,101789.4765625,283.74017333984375,1.862645149230957e-09,0.5845262408256531,-0.796771764755249
2015-03-05,300.54083251953125,293.99627685546875,101546.0625,285.5538330078125,5.699694156646729e-07,0.8015658259391785,-0.005156149622052908
2015-03-06,300.23529052734375,293.58966064453125,101827.8359375,288.3998718261719,0.0004132334142923355,-2.1097075939178467,-0.8702839016914368
2015-03-07,294.9814758300781,291.0223083496094,101819.5390625,287.2228088378906,0.005010531283915043,-0.2439390867948532,0.15132339298725128
2015-03-08,299.71734619140625,293.0490417480469,101634.6015625,286.5735168457031,0.00037863757461309433,-2.1552441120147705,0.8665344715118408
2015-03-09,299.01287841796875,292.5575256347656,101876.1171875,286.78570556640625,0.0001522991806268692,-2.423353433609009,-0.1736602634191513
2015-03-10,300.39801025390625,293.7397766113281,101795.6328125,286.46759033203125,7.508322596549988e-06,0.5457904934883118,-0.39752519130706787
2015-03-11,300.29229736328125,293.5959777832031,101687.3671875,286.8216552734375,0.0004867035895586014,-2.201601028442383,-0.3025273382663727
2015-03-12,297.66143798828125,292.3614196777344,101817.28125,288.46484375,0.0013396050781011581,-0.526497483253479,-2.2445590496063232
2015-03-13,300.9635009765625,294.2965087890625,101600.71875,288.3981628417969,0.0001094229519367218,-0.36856403946876526,-1.5856291055679321
2015-03-14,301.6260986328125,294.5228271484375,101824.3828125,289.2074279785156,0.0038750264793634415,-1.4163638353347778,-2.0801050662994385
2015-03-15,302.25482177734375,294.76348876953125,101802.8984375,288.7991943359375,0.0009696334600448608,0.06182516738772392,0.6300737261772156
2015-03-16,301.0321960449219,293.9072570800781,101575.1328125,288.0542297363281,0.0020541809499263763,1.5206847190856934,0.03950000926852226
2015-03-17,302.3399658203125,294.8700256347656,101435.46875,287.15692138671875,1.862645149230957e-09,0.6181437373161316,-0.3652998208999634
2015-03-18,301.4100341796875,292.50384521484375,101616.0078125,287.29095458984375,0.006407447159290314,0.7090488076210022,-3.9876515865325928
2015-03-19,297.869384765625,291.6722717285156,101653.3046875,288.27020263671875,0.009343063458800316,0.8569008708000183,-1.4704843759536743
2015-03-20,300.2389221191406,293.5521240234375,101796.0625,286.95440673828125,0.0016376301646232605,0.32538291811943054,-1.598351001739502
2015-03-21,298.3047790527344,292.5658874511719,101953.1171875,288.6781311035156,0.006184335798025131,-0.12829595804214478,-1.8568826913833618
2015-03-22,292.1404724121094,289.57513427734375,102091.7421875,288.2386474609375,0.01609555259346962,-1.390462040901184,0.7833427786827087
2015-03-23,296.7274475097656,291.8468322753906,101866.8359375,287.97857666015625,0.00045586563646793365,-1.4830037355422974,-1.7498365640640259
2015-03-24,297.078857421875,292.2213439941406,101738.78125,287.8701477050781,0.0010266732424497604,0.20457829535007477,-2.008864402770996
2015-03-25,294.4895324707031,291.6734313964844,101841.46875,288.12225341796875,0.007533274590969086,0.46603021025657654,0.37352192401885986
2015-03-26,297.1376037597656,291.8277282714844,101765.3828125,288.6333312988281,0.009841854684054852,1.7371965646743774,-2.1417651176452637
2015-03-27,298.7642517089844,292.68463134765625,101584.25,287.9103698730469,0.001817965880036354,1.7375612258911133,-0.6703371405601501
2015-03-28,295.96112060546875,290.6494445800781,101676.4765625,285.75189208984375,0.0011737924069166183,0.621877133846283,-1.3997882604599
2015-03-29,297.3297119140625,291.1816101074219,101636.6953125,286.3916931152344,1.9583851099014282e-05,0.5389026999473572,-0.8115241527557373
2015-03-30,295.8716125488281,290.7496032714844,101785.84375,285.70843505859375,0.000797666609287262,-0.5814571380615234,-0.3828476369380951
